"","X","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING_EVENT_IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","LONGITUDE","LATITUDE"
"321",321,"URN:CornellLabOfOrnithology:EBIRD:OBS558308290","11/30/2018 19:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Cabeceiras do rio Uberabinha","L5294086","P","12/14/2017","6:00:00","obsr620877","S41170896","Historical","P62","EBIRD",480,3,NA,2,1,NA,0,1,0,NA,NA,NA,6483196.71546009,-3243795.80903233
"322",322,"URN:CornellLabOfOrnithology:EBIRD:OBS824747260","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--São Roque de Minas","L4680493","H","7/20/2018","7:15:00","obsr958176","S61210562","Historical","P62","EBIRD",618,NA,NA,1,1,NA,1,1,0,NA,"Para registro pessoal e das espécies no local.",NA,6620108.28826901,-3462715.34258084
"323",323,"URN:CornellLabOfOrnithology:EBIRD:OBS653873688","10/28/2020 7:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)","L6215882","P","8/17/2018","15:30:00","obsr101311","S48266803","Traveling","P22","EBIRD_PRY",180,5,NA,5,1,"G3429926",1,1,1,NA,NA,"one very close and GV male; sex about 2 males and 4 females",5129245.32588813,-3426426.41921303
"324",324,"URN:CornellLabOfOrnithology:EBIRD:OBS668992860","6/9/2019 12:19",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 3","L8054676","P","10/21/2018","12:57:00","obsr527452","S49352547","Traveling","P22","EBIRD",25,1.207,NA,6,1,"G3567384",1,1,0,NA,"Tanager spot",NA,6620720.54244217,-3453195.11033301
"325",325,"URN:CornellLabOfOrnithology:EBIRD:OBS674004071","6/9/2019 12:19",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 3","L8054676","P","10/21/2018","12:57:00","obsr431216","S49724817","Traveling","P22","EBIRD",25,1.207,NA,6,1,"G3567384",1,1,0,NA,"Tanager spot",NA,6620720.54244217,-3453195.11033301
"326",326,"URN:CornellLabOfOrnithology:EBIRD:OBS652888766","10/28/2020 7:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)","L6215882","P","8/17/2018","15:30:00","obsr51532","S48193034","Traveling","P22","EBIRD_PRY",180,5,NA,5,1,"G3429926",1,1,1,NA,NA,NA,5129245.32588813,-3426426.41921303
"327",327,"URN:CornellLabOfOrnithology:EBIRD:OBS652853294","10/28/2020 7:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)","L6215882","P","8/17/2018","15:30:00","obsr538107","S48188581","Traveling","P22","EBIRD_PRY",180,5,NA,5,1,"G3429926",1,1,1,NA,NA,NA,5129245.32588813,-3426426.41921303
"328",328,"URN:CornellLabOfOrnithology:EBIRD:OBS674042654","6/9/2019 12:19",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 3","L8054676","P","10/21/2018","12:57:00","obsr306217","S49727435","Traveling","P22","EBIRD",25,1.207,NA,6,1,"G3567384",1,1,0,NA,NA,NA,6620720.54244217,-3453195.11033301
"329",329,"URN:CornellLabOfOrnithology:EBIRD:OBS653084832","10/28/2020 7:32",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Paraguay","PY","San Pedro","PY-2",NA,NA,NA,NA,NA,NA,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)","L6215882","P","8/17/2018","15:30:00","obsr88741","S48208702","Traveling","P22","EBIRD_PRY",180,5,NA,5,1,"G3429926",1,1,1,NA,NA,NA,5129245.32588813,-3426426.41921303
"330",330,"URN:CornellLabOfOrnithology:EBIRD:OBS618720782","6/2/2018 16:41",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Serra da Canastra - parte alta","L7416394","P","5/14/2018","6:43:00","obsr553166","S45725500","Incidental","P20","EBIRD",NA,NA,NA,3,0,NA,0,1,0,NA,NA,NA,6621670.50141422,-3471440.66403891
"331",331,"URN:CornellLabOfOrnithology:EBIRD:OBS673978690","6/9/2019 12:19",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,"P","C3",NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Canastra National Park- roadside stop 3","L8054676","P","10/21/2018","12:57:00","obsr402712","S49722897","Traveling","P22","EBIRD",25,1.207,NA,6,1,"G3567384",1,1,0,NA,NA,NA,6620720.54244217,-3453195.11033301
"332",332,"URN:CornellLabOfOrnithology:EBIRD:OBS831711499","11/27/2019 15:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-14,1462,-47,6276)","L10197228","P","11/25/2019","11:46:00","obsr679345","S61740308","Stationary","P21","EBIRD_BRA",15,NA,NA,2,1,"G4701442",0,1,0,NA,NA,"2 MA, 1 FA, 3JI",6821987.34763039,-2441360.73561616
"333",333,"URN:CornellLabOfOrnithology:EBIRD:OBS826589207","11/10/2019 18:52",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"BR-GO-Acesso Bona Espero","L10138779","P","11/10/2019","6:55:00","obsr499416","S61346120","Traveling","P22","EBIRD",118,9.903,NA,1,1,NA,0,1,0,NA,NA,NA,6820677.07421834,-2443744.66858098
"334",334,"URN:CornellLabOfOrnithology:EBIRD:OBS807945623","10/9/2019 18:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/21/2019","5:53:00","obsr199620","S59987808","Traveling","P22","EBIRD",390,8.047,NA,4,1,"G4526374",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"335",335,"URN:CornellLabOfOrnithology:EBIRD:OBS832482111","11/27/2019 15:18",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"(-14,1462,-47,6276)","L10197228","P","11/25/2019","11:46:00","obsr973969","S61800138","Stationary","P21","EBIRD_BRA",15,NA,NA,2,1,"G4701442",0,1,0,NA,NA,"2 MA, 1 FA, 3JI",6821987.34763039,-2441360.73561616
"336",336,"URN:CornellLabOfOrnithology:EBIRD:OBS820708718","10/25/2019 14:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/21/2019","5:53:00","obsr203281","S60917782","Traveling","P22","EBIRD",390,8.047,NA,4,1,"G4526374",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"337",337,"URN:CornellLabOfOrnithology:EBIRD:OBS830070823","4/11/2020 10:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,6,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","11/19/2019","14:02:00","obsr122172","S61614797","Traveling","P22","EBIRD",180,33.796,NA,4,1,NA,1,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"338",338,"URN:CornellLabOfOrnithology:EBIRD:OBS640138139","9/23/2020 10:47",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H","10/26/2016","8:00:00","obsr3541","S47189644","Traveling","P22","EBIRD",660,16.093,NA,10,1,NA,0,1,0,NA,NA,NA,5843668.96033149,-2822411.23019322
"339",339,"URN:CornellLabOfOrnithology:EBIRD:OBS403908489","5/16/2016 17:09",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional Das Emas, Mineiros,  Goiás","L4609778","P","5/14/2016","6:54:00","obsr754571","S29715134","Traveling","P22","EBIRD",216,19.999,NA,11,1,NA,0,1,0,NA,"<br />Enviada de eBird Android 1.0.4",NA,5923070.35380984,-2737955.70733413
"340",340,"URN:CornellLabOfOrnithology:EBIRD:OBS544491508","8/8/2019 10:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,"Female, Adult (1); Male, Adult (6)","Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","10/25/2017","6:35:00","obsr497778","S40130836","Traveling","P22","EBIRD",610,24.14,NA,4,1,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"341",341,"URN:CornellLabOfOrnithology:EBIRD:OBS710280476","9/25/2019 18:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Lagoa do Cajueiro estrada central","L8608103","P","11/11/2018","5:55:00","obsr513345","S52683268","Stationary","P21","EBIRD",240,NA,NA,3,1,"G3855870",0,1,0,NA,NA,NA,7378792.98701449,-2775727.30204109
"342",342,"URN:CornellLabOfOrnithology:EBIRD:OBS710413873","11/1/2020 13:31",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Lagoa do Cajueiro estrada central","L8608103","P","11/11/2018","5:55:00","obsr655821","S52697140","Stationary","P21","EBIRD",240,NA,NA,3,1,"G3855870",0,1,0,NA,NA,NA,7378792.98701449,-2775727.30204109
"343",343,"URN:CornellLabOfOrnithology:EBIRD:OBS834069598","11/1/2020 13:31",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Lagoa do Cajueiro estrada central","L8608103","P","11/11/2018","5:55:00","obsr518172","S61923814","Stationary","P21","EBIRD",240,NA,NA,3,1,"G3855870",0,1,0,NA,NA,NA,7378792.98701449,-2775727.30204109
"344",344,"URN:CornellLabOfOrnithology:EBIRD:OBS669559101","10/23/2018 10:54",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/22/2018","6:04:00","obsr536027","S49393983","Traveling","P22","EBIRD",361,40,NA,8,1,NA,0,1,0,NA,"Guiando birders em viagem organizada pela empresa Ventures Birding Tours e Birding Pantanal. Uma única lista para o trajeto realizado da portaria de São Roque até a portaria de São João Batista da Serra da Canastra.",NA,6633241.07974545,-3462178.70232713
"345",345,"URN:CornellLabOfOrnithology:EBIRD:OBS858196427","1/31/2020 5:19",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,7,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"PARNA EMAS","L9919496","P","10/10/2019","8:06:00","obsr621555","S63957324","Traveling","P22","EBIRD",180,10,NA,1,1,NA,0,1,0,NA,NA,NA,5843420.66968596,-2768060.38536051
"346",346,"URN:CornellLabOfOrnithology:EBIRD:OBS359767765","3/9/2020 13:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","12/18/2015","7:40:00","obsr403476","S26355772","Traveling","P22","EBIRD",600,24.999,NA,5,1,"G1503079",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"347",347,"URN:CornellLabOfOrnithology:EBIRD:OBS359766722","3/9/2020 13:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","12/18/2015","7:40:00","obsr601130","S26355634","Traveling","P22","EBIRD",600,24.999,NA,5,1,"G1503079",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"348",348,"URN:CornellLabOfOrnithology:EBIRD:OBS819618364","5/18/2020 12:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/21/2019","5:28:00","obsr529524","S60836604","Traveling","P22","EBIRD_BCN",825,23.83,NA,3,1,"G5128447",0,1,0,NA,"5:00 Sortim de casa. 5:28 passem centre visitants. 6:33 arribem sobre cascada d'Anta.-9:47 Deixem la cascada-2/4 de 3 tornem a cascada.-18:21 marxem","O més mascles amb el seu plomatge i vol espectacular.",6633241.07974545,-3462178.70232713
"349",349,"URN:CornellLabOfOrnithology:EBIRD:OBS820708894","10/25/2019 14:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/23/2019","7:48:00","obsr203281","S60917792","Traveling","P22","EBIRD",236,8.047,NA,4,1,"G4531241",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"350",350,"URN:CornellLabOfOrnithology:EBIRD:OBS885123803","5/18/2020 12:13",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/21/2019","5:28:00","obsr539681","S66331499","Traveling","P22","EBIRD_BCN",825,23.83,NA,3,1,"G5128447",0,1,0,NA,"5:00 Sortim de casa. 5:28 passem centre visitants. 6:33 arribem sobre cascada d'Anta.-9:47 Deixem la cascada-2/4 de 3 tornem a cascada.-18:21 marxem","O més mascles amb el seu plomatge i vol espectacular.",6633241.07974545,-3462178.70232713
"351",351,"URN:CornellLabOfOrnithology:EBIRD:OBS795055278","5/23/2020 13:59",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","8/14/2019","6:00:00","obsr623262","S59010606","Traveling","P22","EBIRD",320,64.374,NA,2,1,NA,0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"352",352,"URN:CornellLabOfOrnithology:EBIRD:OBS808861381","9/23/2019 19:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","9/23/2019","7:48:00","obsr199620","S60054860","Traveling","P22","EBIRD",236,8.047,NA,4,1,"G4531241",0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"353",353,"URN:CornellLabOfOrnithology:EBIRD:OBS896424481","9/23/2020 10:46",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L11175827","H","9/28/2019","6:00:00","obsr1312265","S67338715","Traveling","P22","EBIRD",720,60,NA,8,1,NA,0,1,0,NA,NA,NA,5847390.10663864,-2801447.10319141
"354",354,"URN:CornellLabOfOrnithology:EBIRD:OBS854073852","5/23/2020 13:59",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/17/2019","11:20:00","obsr623262","S63613878","Traveling","P22","EBIRD",20,5,NA,1,1,NA,0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"355",355,"URN:CornellLabOfOrnithology:EBIRD:OBS897822987","4/19/2020 2:09",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"Serra da Canastra between Casca Danta & Nascente Rio Sao fransis","L11191972","P","10/7/2019","6:20:00","obsr1312265","S67444289","Traveling","P22","EBIRD",480,40,NA,8,1,NA,0,1,0,NA,NA,NA,6620027.51723986,-3463742.82746886
"356",356,"URN:CornellLabOfOrnithology:EBIRD:OBS843944156","12/30/2019 9:49",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,8,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"MG-341, Minas Gerais, BR (-20,15, -46,833)","L10374583","P","12/29/2019","15:16:00","obsr623995","S62770305","Traveling","P22","EBIRD",13,0.23,NA,1,1,NA,0,1,0,NA,NA,NA,6586987.25686307,-3428899.06705896
"357",357,"URN:CornellLabOfOrnithology:EBIRD:OBS348300028","10/24/2016 10:02",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,9,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Parque Nacional das Emas","L567986","H","10/17/2015","6:15:00","obsr312212","S25446203","Traveling","P22","EBIRD",285,20,NA,14,1,NA,0,1,0,NA,NA,NA,5843668.96033149,-2822411.23019322
"358",358,"URN:CornellLabOfOrnithology:EBIRD:OBS837317217","7/19/2020 13:48",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,9,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","12/9/2019","6:00:00","obsr919655","S62246162","Traveling","P22","EBIRD",480,20,NA,4,1,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"359",359,"URN:CornellLabOfOrnithology:EBIRD:OBS827480898","11/13/2019 9:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,9,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/25/2019","15:06:00","obsr771148","S61414677","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G4665041",0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"360",360,"URN:CornellLabOfOrnithology:EBIRD:OBS821943240","11/13/2019 9:40",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,9,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","10/25/2019","15:06:00","obsr467819","S61006524","Incidental","P20","EBIRD",NA,NA,NA,3,0,"G4665041",0,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"361",361,"URN:CornellLabOfOrnithology:EBIRD:OBS356195181","11/29/2015 20:24",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","11/1/2015","9:00:00","obsr499506","S26051316","Incidental","P20","EBIRD",NA,NA,NA,4,0,NA,0,1,0,NA,NA,NA,6628277.24189259,-3465819.05113405
"362",362,"URN:CornellLabOfOrnithology:EBIRD:OBS348297265","2/15/2016 10:38",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,"Female, Adult (3); Male, Adult (7)","Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Emas NP cerrado limpo","L3961271","P","10/17/2015","10:00:00","obsr17450","S25446036","Traveling","P22","EBIRD",60,8.047,NA,14,1,NA,1,1,0,NA,"Submitted from  BirdLog SA for Android v1.9.6","7 m; 3 f; Photo: yes",5831525.68571111,-2824715.19686469
"363",363,"URN:CornellLabOfOrnithology:EBIRD:OBS432076524","7/23/2020 15:28",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Goiás","BR-GO",NA,NA,NA,NA,NA,NA,"Estrada para Bona Espero","L4948913","P","9/25/2016","6:19:00","obsr522970","S31749045","Traveling","P22","EBIRD",180,5,NA,3,1,NA,0,1,0,NA,"<br />Enviada de eBird Android 1.3",NA,6822059.20761617,-2442106.61633812
"364",364,"URN:CornellLabOfOrnithology:EBIRD:OBS461002983","1/3/2018 14:17",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra","L933292","H","10/24/2016","7:00:00","obsr430072","S33986534","Historical","P62","EBIRD",720,30,NA,4,1,NA,0,1,0,NA,"Birding along the entrance and the higher parts of the park with Ze Maria, Seamus and John",NA,6628277.24189259,-3465819.05113405
"365",365,"URN:CornellLabOfOrnithology:EBIRD:OBS652448083","21:29.0",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/5/2016","6:00:00","obsr345168","S48157031","Historical","P62","EBIRD",NA,NA,NA,4,0,NA,1,1,0,NA,NA,NA,6633241.07974545,-3462178.70232713
"366",366,"URN:CornellLabOfOrnithology:EBIRD:OBS657207567","11/1/2020 13:31",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"BR-146, São Roque de Minas BR-MG (-20,2434,-46,4469)","L7926508","P","9/12/2018","11:42:00","obsr757013","S48511604","Traveling","P22","EBIRD",480,60,NA,2,1,NA,0,1,0,NA,NA,NA,6635715.17220022,-3467878.84246134
"367",367,"URN:CornellLabOfOrnithology:EBIRD:OBS680883339","3/12/2020 15:16",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--plateau","L1123074","H","11/16/2018","7:00:00","obsr536027","S50272756","Traveling","P22","EBIRD",660,40,NA,4,1,NA,0,1,0,NA,"Trabalho em parceria com a amiga, Mariana Vabo (excelente guia local), guiando o simpático casal Norte americano, Keith & Janice Wiggers.",NA,6633241.07974545,-3462178.70232713
"368",368,"URN:CornellLabOfOrnithology:EBIRD:OBS665509878","10/10/2018 17:27",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Main entrance road","L6139521","H","10/10/2018","7:24:00","obsr526456","S49103884","Traveling","P22","EBIRD",300,16.093,NA,3,1,NA,0,1,0,NA,NA,NA,6640335.4049132,-3473045.92224261
"369",369,"URN:CornellLabOfOrnithology:EBIRD:OBS831448615","9/13/2020 12:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/23/2019","5:30:00","obsr552720","S61721026","Traveling","P22","EBIRD",660,70,NA,2,1,"G5704559",1,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"370",370,"URN:CornellLabOfOrnithology:EBIRD:OBS980631781","9/13/2020 12:30",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/23/2019","5:30:00","obsr995308","S73546262","Traveling","P22","EBIRD",660,70,NA,2,1,"G5704559",1,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"371",371,"URN:CornellLabOfOrnithology:EBIRD:OBS828547799","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/8/2019","8:00:00","obsr552720","S61498724","Traveling","P22","EBIRD",600,40,NA,3,1,"G4672180",1,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
"372",372,"URN:CornellLabOfOrnithology:EBIRD:OBS827982037","8/21/2020 10:15",16390,"species","Cock-tailed Tyrant","Alectrurus tricolor",NA,NA,10,NA,NA,NA,"Brazil","BR","Minas Gerais","BR-MG",NA,NA,NA,NA,NA,NA,"PN Serra da Canastra--Sacramento","L5843035","H","11/8/2019","8:00:00","obsr432403","S61456248","Traveling","P22","EBIRD",600,40,NA,3,1,"G4672180",1,1,0,NA,NA,NA,6591261.43883987,-3428785.10283189
